"Date","Wind Speed(mph)","Wind Dir","Gust Speed(mph)","Gust Dir","Visibility(miles)","Air Temp(°F)","Relative Humidity(%)","Dew Point(°F)","Rain?(y/n)","Rain Rate(in/hr)"
"2018/11/30 03:20 am","6.9","W","16.1","SSW","","36","100","37","No","0"
"2018/11/30 03:15 am","6.9","W","17.4","SSW","","36","100","37","No","0"
"2018/11/30 03:10 am","7.2","WSW","19.5","WSW","","36","100","37","No","0"
"2018/11/30 03:05 am","10.5","WSW","19.5","WSW","","36","100","37","No","0"
"2018/11/30 03:00 am","12.1","W","17.2","WSW","","36","100","37","No","0"
"2018/11/30 02:55 am","12.1","W","17.2","WSW","","36","100","37","No","0"
"2018/11/30 02:50 am","11.4","W","23.3","W","","36","100","37","No","0"
"2018/11/30 02:45 am","9.8","WSW","23.3","W","","","","","No","0"
"2018/11/30 02:40 am","11.4","WSW","18.3","WSW","","36","100","37","No","0"
"2018/11/30 02:35 am","10.45","WSW","17.025","WSW","","36","100","37","No","0"
"2018/11/30 02:30 am","7.6","W","13.2","W","","","","","No","0"
"2018/11/30 02:25 am","6.5","W","17.4","W","","35.8","100","37","No","0"
"2018/11/30 02:20 am","6.5","W","18.2","WSW","","35.933","100","37","No","0"
"2018/11/30 02:15 am","7.95","W","19.15","WSW","","36","100","36.95","No","0"
"2018/11/30 02:10 am","9.4","W","19.7","WSW","","36","100","36.9","No","0"
"2018/11/30 02:05 am","12.8","WSW","19.7","WSW","","36","100","36.9","No","0"
"2018/11/30 02:00 am","11.9","WSW","17.4","WSW","","36","100","36.7","No","0"
"2018/11/30 01:55 am","8.3","W","19.5","SW","","36","100","36.7","No","0"
"2018/11/30 01:50 am","8.3","W","19.5","SW","","36","100","36.7","No","0"
"2018/11/30 01:45 am","9.2","WNW","20.1","W","","36","100","36.7","No","0"
"2018/11/30 01:40 am","10.5","WSW","17","WSW","","36","100","36.5","No","0"
"2018/11/30 01:35 am","8.7","WSW","20.4","WNW","","36","100","36.5","No","0"
"2018/11/30 01:30 am","8.7","WSW","20.4","WNW","","36","100","36.5","No","0"
"2018/11/30 01:25 am","10.3","WSW","19","WSW","","36","100","36.3","No","0"
"2018/11/30 01:20 am","11.6","W","16.6","W","","36","100","36.1","No","0"
"2018/11/30 01:15 am","8.1","W","18.8","SW","","36","100","36","Yes","0"
"2018/11/30 01:10 am","6.5","W","17","W","","36.1","99","35.8","Yes","7"
"2018/11/30 01:05 am","6.5","W","17","W","","36.1","99","35.8","Yes","7"
"2018/11/30 01:00 am","9.2","W","16.8","WNW","","36.1","98","35.4","No","0"
"2018/11/30 12:55 am","11.4","W","18.6","WSW","","36.1","98","35.6","No","0"
"2018/11/30 12:50 am","8.7","W","18.1","WSW","","36","99","35.6","No","0"
"2018/11/30 12:45 am","8.7","W","18.1","WSW","","36","99","35.6","No","0"
"2018/11/30 12:40 am","12.3","W","18.1","WSW","","36","98","35.4","No","0"
"2018/11/30 12:35 am","9.4","W","17","W","","36.1","98","35.4","No","0"
"2018/11/30 12:30 am","7.8","W","18.6","W","","36","99","35.6","No","0"
"2018/11/30 12:25 am","9.6","W","18.6","W","","36","99","35.6","No","0"
"2018/11/30 12:20 am","11.6","WSW","18.3","WSW","","36","99","35.6","No","0"
